fecha,P_mm,ETP_mm,T_min_C,T_max_C,Q_m3s,Q_mm
2003-05-25,3.247,8.811,23.4,28.75,193.6,8.8279
2003-05-26,2.05,9.732,24.2,30.32,190.5,8.6865
2003-05-27,0.0,10.658,24.57,31.57,185.1,8.4403
2003-05-28,39.135,10.241,23.45,30.28,185.1,8.4403
2003-05-29,0.448,8.597,23.27,28.48,187.6,8.5543
2003-05-30,18.343,9.713,23.38,29.7,183.7,8.3764
2003-05-31,0.0,7.745,23.76,28.09,172.7,7.8749
2003-06-01,2.535,9.946,23.34,29.93,148.1,6.7531
2003-06-02,36.28,8.671,22.95,28.33,140.6,6.4111
2003-06-03,15.486,11.069,23.2,31.03,170.1,7.7563
2003-06-04,13.334,10.582,23.43,30.69,190.0,8.6637
2003-06-05,0.0,8.794,24.23,29.51,216.0,9.8493
2003-06-06,20.901,8.249,23.25,28.18,229.0,10.4421
2003-06-07,12.291,8.685,22.38,27.92,223.8,10.2049
2003-06-08,13.363,8.282,22.66,27.73,218.6,9.9678
2003-06-09,0.0,9.857,23.84,30.29,199.3,9.0878
2003-06-10,0.969,9.423,22.82,29.05,183.2,8.3536
2003-06-11,19.793,9.394,23.21,29.33,163.5,7.4554
2003-06-12,14.194,10.162,22.59,29.66,150.7,6.8717
2003-06-13,0.0,9.591,22.88,29.29,151.2,6.8945
2003-06-14,9.443,7.644,23.46,27.8,156.4,7.1316
2003-06-15,19.591,8.779,23.0,28.56,155.1,7.0723
2003-06-16,5.755,10.105,23.22,30.11,149.0,6.7942
2003-06-17,19.3,7.009,23.04,26.86,149.4,6.8124
2003-06-18,24.016,9.839,23.04,29.69,155.6,7.0951
2003-06-19,32.414,6.942,22.98,26.75,190.1,8.6683
2003-06-20,0.0,9.275,22.92,29.01,219.1,9.9906
2003-06-21,35.308,8.906,22.5,28.29,209.7,9.562
2003-06-22,20.628,5.998,22.5,25.48,205.6,9.375
2003-06-23,0.0,9.59,22.68,29.16,230.0,10.4877
2003-06-24,0.0,10.457,22.97,30.3,224.8,10.2505
2003-06-25,42.394,8.179,21.72,26.91,245.6,11.199
2003-06-26,4.685,9.692,22.23,28.91,243.2,11.0896
2003-06-27,57.758,8.664,23.28,28.68,233.0,10.6244
2003-06-28,30.096,7.711,22.56,27.12,223.8,10.2049
2003-06-29,17.122,8.338,22.3,27.54,226.4,10.3235
2003-06-30,12.552,9.789,22.74,29.4,230.1,10.4922
2003-07-01,24.921,7.652,21.5,26.18,234.8,10.7065
2003-07-02,0.0,10.908,22.47,30.39,229.6,10.4694
2003-07-03,24.936,9.054,22.37,28.32,222.7,10.1548
2003-07-04,0.28,9.577,22.87,29.26,221.7,10.1092
2003-07-05,0.0,10.013,22.99,29.81,215.4,9.8219
2003-07-06,10.312,11.381,22.91,31.22,197.8,9.0194
2003-07-07,24.291,8.381,23.42,28.47,176.5,8.0481
2003-07-08,7.177,8.203,23.15,28.07,157.8,7.1954
2003-07-09,27.688,8.476,23.04,28.24,139.7,6.3701
2003-07-10,0.0,10.329,23.22,30.28,130.5,5.9506
2003-07-11,104.113,7.424,22.09,26.41,123.9,5.6497
2003-07-12,0.0,9.259,22.84,28.86,130.4,5.946
2003-07-13,0.0,8.889,22.65,28.32,152.0,6.931
2003-07-14,0.0,8.559,21.28,26.88,198.8,9.065
2003-07-15,0.0,8.016,22.1,26.98,208.7,9.5164
2003-07-16,0.0,7.958,21.3,26.25,199.3,9.0878
2003-07-17,0.0,8.919,22.38,28.1,192.0,8.7549
2003-07-18,0.0,9.921,22.64,29.34,185.8,8.4722
2003-07-19,0.0,8.682,22.9,28.26,182.2,8.308
2003-07-20,0.0,8.394,23.22,28.22,171.0,7.7973
2003-07-21,0.0,7.704,23.63,27.9,149.8,6.8307
2003-07-22,0.0,8.146,22.96,27.75,130.0,5.9278
2003-07-23,0.0,9.644,22.94,29.23,130.0,5.9278
2003-07-24,31.665,9.487,23.44,29.45,126.4,5.7636
2003-07-25,0.0,8.481,22.97,28.07,117.4,5.3533
2003-07-26,0.0,5.743,23.0,25.6,116.4,5.3077
2003-07-27,14.174,9.971,22.96,29.54,114.9,5.2393
2003-07-28,21.296,10.205,23.29,30.02,107.0,4.879
2003-07-29,1.346,10.753,23.83,31.0,98.0,4.4687
2003-07-30,1.779,7.883,23.59,27.96,112.4,5.1253
2003-07-31,0.0,9.353,23.1,28.97,195.6,8.9191
2003-08-01,9.584,10.195,22.41,29.28,184.8,8.4266
2003-08-02,3.845,9.718,23.43,29.57,220.7,10.0636
2003-08-03,46.489,8.182,22.78,27.54,252.8,11.5273
2003-08-04,17.521,10.187,22.65,29.42,270.8,12.3481
2003-08-05,0.0,11.08,23.28,30.81,271.4,12.3754
2003-08-06,15.57,11.129,23.25,30.83,282.2,12.8679
2003-08-07,1.468,10.841,23.38,30.61,279.8,12.7585
2003-08-08,10.867,9.473,23.14,29.04,262.4,11.965
2003-08-09,6.938,9.097,22.69,28.29,242.6,11.0622
2003-08-10,23.471,9.545,23.03,29.0,228.4,10.4147
2003-08-11,9.625,9.726,22.12,28.44,220.6,10.059
2003-08-12,0.0,9.378,23.1,28.87,205.0,9.3477
2003-08-13,55.716,8.365,23.47,28.18,191.0,8.7093
2003-08-14,13.928,10.758,22.84,30.03,207.1,9.4434
2003-08-15,0.46,10.86,23.12,30.34,201.9,9.2063
2003-08-16,16.28,9.984,22.46,28.91,200.9,9.1607
2003-08-17,5.433,9.063,22.27,27.83,192.0,8.7549
2003-08-18,0.0,10.541,23.26,30.08,177.3,8.0846
2003-08-19,0.0,10.765,23.22,30.27,171.8,7.8338
2003-08-20,18.654,10.939,22.84,30.14,180.6,8.2351
2003-08-21,0.0,10.2,23.44,29.86,210.2,9.5848
2003-08-22,0.0,11.567,23.23,31.06,211.8,9.6578
2003-08-23,4.855,11.166,22.84,30.34,210.2,9.5848
2003-08-24,19.563,9.956,23.2,29.4,193.6,8.8279
2003-08-25,2.811,10.003,23.7,29.82,170.1,7.7563
2003-08-26,6.209,9.617,22.08,28.15,137.6,6.2744
2003-08-27,12.182,8.177,22.78,27.33,135.2,6.1649
2003-08-28,0.0,8.939,23.13,28.32,160.8,7.3322
2003-08-29,0.0,8.127,22.34,26.9,161.7,7.3733
2003-08-30,0.0,9.53,22.44,28.32,159.5,7.273
2003-08-31,0.0,10.006,22.75,29.02,155.1,7.0723
2003-09-01,0.0,10.717,22.41,29.46,145.9,6.6528
2003-09-02,0.0,7.799,23.2,27.3,124.6,5.6816
2003-09-03,0.0,11.582,22.44,30.36,116.4,5.3077
2003-09-04,23.301,10.583,23.3,30.01,112.4,5.1253
2003-09-05,9.538,10.538,23.21,29.89,130.0,5.9278
2003-09-06,5.468,9.138,23.06,28.41,123.9,5.6497
2003-09-07,24.99,11.759,23.36,31.21,122.8,5.5995
2003-09-08,1.001,10.121,23.81,29.94,137.0,6.247
2003-09-09,20.423,9.943,23.68,29.66,141.9,6.4704
2003-09-10,17.27,11.152,23.12,30.41,134.0,6.1102
2003-09-11,19.818,10.308,23.1,29.56,138.9,6.3336
2003-09-12,0.0,10.856,23.13,30.11,144.6,6.5935
2003-09-13,0.0,8.207,22.18,26.79,136.2,6.2105
2003-09-14,4.854,9.739,23.71,29.48,125.4,5.718
2003-09-15,0.368,9.673,23.7,29.41,115.3,5.2575
2003-09-16,0.0,11.641,22.76,30.62,114.6,5.2256
2003-09-17,11.64,10.823,23.7,30.52,108.8,4.9611
2003-09-18,46.195,10.536,22.14,29.03,111.7,5.0934
2003-09-19,3.963,12.383,22.29,31.04,207.6,9.4662
2003-09-20,22.466,11.831,23.13,31.1,217.0,9.8949
2003-09-21,0.0,10.802,23.58,30.42,216.5,9.8721
2003-09-22,0.0,9.215,22.68,28.17,217.0,9.8949
2003-09-23,45.773,9.597,22.97,28.76,227.4,10.3691
2003-09-24,22.495,11.507,22.21,30.09,236.0,10.7612
2003-09-25,0.0,12.273,23.4,31.77,247.4,11.2811
2003-09-26,0.0,10.562,24.45,30.88,240.8,10.9801
2003-09-27,17.768,9.26,22.93,28.43,231.4,10.5515
2003-09-28,47.749,8.152,23.18,27.6,218.6,9.9678
2003-09-29,0.0,9.187,23.64,28.94,216.5,9.8721
2003-09-30,0.0,9.985,23.59,29.66,211.8,9.6578
2003-10-01,12.762,11.817,23.2,31.2,244.8,11.1625
2003-10-02,0.0,12.98,23.18,32.39,240.8,10.9801
2003-10-03,0.0,12.363,23.27,31.83,215.4,9.8219
2003-10-04,18.649,10.072,23.67,29.85,199.3,9.0878
2003-10-05,13.612,10.713,24.14,30.86,193.1,8.8051
2003-10-06,4.334,10.855,24.33,31.15,200.4,9.1379
2003-10-07,32.462,10.068,24.57,30.59,190.0,8.6637
2003-10-08,0.241,11.102,24.48,31.53,167.0,7.6149
2003-10-09,2.026,11.933,24.9,32.69,172.2,7.8521
2003-10-10,47.139,11.083,24.1,31.24,147.6,6.7303
2003-10-11,20.915,11.841,23.76,31.76,120.0,5.4718
2003-10-12,23.4,10.283,24.12,30.5,111.3,5.0751
2003-10-13,7.758,7.719,23.85,27.87,123.9,5.6497
2003-10-14,3.425,8.327,23.57,28.2,135.8,6.1923
2003-10-15,2.234,11.253,23.69,31.17,149.4,6.8124
2003-10-16,14.469,10.195,23.94,30.32,167.0,7.6149
2003-10-17,5.926,9.799,23.88,29.89,137.1,6.2516
2003-10-18,1.314,11.069,24.35,31.54,216.0,9.8493
2003-10-19,12.305,10.573,25.04,31.59,208.7,9.5164
2003-10-20,0.494,8.894,24.56,29.61,194.6,8.8735
2003-10-21,1.876,10.671,24.27,31.12,184.2,8.3992
2003-10-22,0.0,11.591,24.23,32.03,170.1,7.7563
2003-10-23,0.0,12.295,24.78,33.2,155.1,7.0723
2003-10-24,9.172,9.831,24.16,30.25,134.6,6.1376
2003-10-25,7.625,11.553,24.36,32.15,108.1,4.9292
2003-10-26,10.758,11.424,24.44,32.1,110.6,5.0432
2003-10-27,0.0,11.1,24.96,32.19,111.7,5.0934
2003-10-28,4.963,10.699,25.15,31.95,103.4,4.7149
2003-10-29,58.727,8.613,22.98,28.17,92.49,4.2174
2003-10-30,7.512,9.407,23.68,29.52,80.6,3.6752
2003-10-31,16.667,9.016,23.73,29.2,145.0,6.6118
2003-11-01,0.0,10.356,24.09,30.85,159.5,7.273
2003-11-02,11.104,11.627,24.38,32.4,157.8,7.1954
2003-11-03,55.986,7.06,23.21,26.94,186.8,8.5178
2003-11-04,0.0,10.204,22.85,29.77,207.6,9.4662
2003-11-05,0.0,10.64,23.16,30.49,219.6,10.0134
2003-11-06,9.001,10.292,23.14,30.12,215.4,9.8219
2003-11-07,3.943,10.194,23.01,29.94,200.9,9.1607
2003-11-08,17.502,9.897,23.94,30.38,185.8,8.4722
2003-11-09,5.14,9.944,24.53,30.9,177.6,8.0983
2003-11-10,28.472,10.007,24.18,30.71,170.1,7.7563
2003-11-11,1.843,10.099,24.22,30.85,167.4,7.6332
2003-11-12,25.77,10.316,23.84,30.8,159.5,7.273
2003-11-13,11.705,11.644,24.24,32.53,154.2,7.0313
2003-11-14,18.349,9.362,24.07,30.03,169.2,7.7153
2003-11-15,11.623,9.624,24.76,30.86,208.7,9.5164
2003-11-16,5.089,9.706,24.23,30.53,208.7,9.5164
2003-11-17,0.0,11.116,23.66,31.6,205.0,9.3477
2003-11-18,0.162,10.453,24.9,31.87,196.7,8.9692
2003-11-19,0.0,10.378,25.32,32.13,188.7,8.6044
2003-11-20,0.0,9.34,24.48,30.42,179.1,8.1667
2003-11-21,6.258,10.473,24.31,31.48,168.4,7.6788
2003-11-22,4.06,8.219,24.16,29.06,150.8,6.8763
2003-11-23,6.499,9.661,24.01,30.41,126.9,5.7864
2003-11-24,12.738,9.924,24.36,30.98,104.7,4.7742
2003-11-25,0.0,9.96,24.68,31.28,86.11,3.9265
2003-11-26,4.078,10.151,24.08,31.03,74.51,3.3975
2003-11-27,2.907,9.154,24.75,30.53,63.5,2.8955
2003-11-28,13.214,10.056,23.8,30.73,58.66,2.6748
2003-11-29,3.291,9.955,24.12,30.89,52.5,2.3939
2003-11-30,7.25,10.128,24.68,31.52,51.84,2.3638
2003-12-01,0.0,10.46,23.98,31.34,58.0,2.6447
2003-12-02,22.166,7.875,24.31,28.93,63.5,2.8955
2003-12-03,4.281,9.972,24.27,31.06,57.12,2.6046
2003-12-04,19.515,9.688,24.56,30.99,48.76,2.2234
2003-12-05,20.388,8.977,24.42,30.15,46.46,2.1185
2003-12-06,12.413,9.386,24.04,30.28,47.64,2.1723
2003-12-07,0.0,10.627,23.8,31.44,56.9,2.5946
2003-12-08,0.0,11.724,23.51,32.45,63.72,2.9055
2003-12-09,0.0,10.721,24.68,32.23,59.1,2.6949
2003-12-10,0.0,10.386,24.0,31.35,58.44,2.6648
2003-12-11,0.0,10.406,24.18,31.52,55.8,2.5444
2003-12-12,0.036,10.052,24.28,31.22,48.76,2.2234
2003-12-13,0.0,10.156,23.99,31.11,41.42,1.8887
2003-12-14,0.0,9.584,22.83,29.59,39.44,1.7984
2003-12-15,0.0,10.658,23.48,31.28,35.84,1.6342
2003-12-16,0.0,10.249,23.37,30.74,33.5,1.5275
2003-12-17,0.0,9.939,23.94,30.85,30.44,1.388
2003-12-18,0.0,9.483,23.98,30.39,28.35,1.2927
2003-12-19,0.0,6.735,24.34,27.93,27.83,1.269
2003-12-20,41.951,8.831,23.33,29.18,28.09,1.2809
2003-12-21,0.0,8.652,23.35,29.0,40.7,1.8559
2003-12-22,0.267,10.071,23.57,30.7,40.7,1.8559
2003-12-23,0.0,9.802,24.1,30.82,49.2,2.2434
2003-12-24,0.0,10.789,23.31,31.29,44.48,2.0282
2003-12-25,0.0,10.3,24.33,31.53,43.04,1.9626
2003-12-26,0.0,10.608,24.12,31.7,40.52,1.8477
2003-12-27,0.3,9.476,24.13,30.48,36.92,1.6835
2003-12-28,0.51,10.329,24.53,31.7,29.07,1.3255
2003-12-29,0.0,10.406,24.83,32.0,23.41,1.0675
2003-12-30,0.0,10.345,23.73,31.09,22.63,1.0319
2003-12-31,0.199,11.758,22.15,31.48,21.98,1.0023
2004-01-01,0.0,8.434,23.14,28.56,20.81,0.9489
2004-01-02,0.0,10.24,24.29,31.38,20.29,0.9252
2004-01-03,0.058,9.624,24.3,30.72,19.12,0.8718
2004-01-04,0.0,10.279,24.28,31.39,18.47,0.8422
2004-01-05,0.0,13.097,22.25,33.04,17.43,0.7948
2004-01-06,0.0,11.712,23.37,32.25,16.91,0.7711
2004-01-07,2.377,10.786,24.38,31.98,16.78,0.7651
2004-01-08,0.0,9.976,24.55,31.23,16.65,0.7592
2004-01-09,0.0,10.917,24.5,32.19,16.52,0.7533
2004-01-10,0.0,11.686,23.88,32.55,16.13,0.7355
2004-01-11,0.151,12.7,24.59,34.17,15.76,0.7186
2004-01-12,4.976,12.11,24.61,33.52,15.6,0.7113
2004-01-13,0.0,11.336,25.84,33.6,15.28,0.6967
2004-01-14,0.0,10.725,26.08,33.14,14.96,0.6822
2004-01-15,0.0,11.544,25.64,33.64,14.56,0.6639
2004-01-16,0.0,13.198,24.8,34.78,16.34,0.7451
2004-01-17,0.0,11.676,26.02,34.03,13.84,0.6311
2004-01-18,0.0,11.736,25.6,33.75,13.76,0.6274
2004-01-19,0.0,12.866,24.72,34.28,13.52,0.6165
2004-01-20,0.0,13.994,24.47,35.32,13.28,0.6055
2004-01-21,3.277,11.579,26.29,34.07,13.04,0.5946
2004-01-22,0.0,11.548,25.4,33.33,12.8,0.5837
2004-01-23,0.0,12.89,24.31,33.93,12.64,0.5764
2004-01-24,0.0,12.253,24.15,33.09,12.24,0.5581
2004-01-25,0.959,12.749,23.72,33.3,11.84,0.5399
2004-01-26,0.0,13.837,22.57,33.66,11.68,0.5326
2004-01-27,0.0,13.958,22.51,33.72,11.52,0.5253
2004-01-28,0.0,13.174,24.27,34.09,11.36,0.518
2004-01-29,0.0,13.929,23.04,34.01,11.28,0.5144
2004-01-30,0.0,14.039,23.29,34.28,11.12,0.5071
2004-01-31,0.0,14.603,22.9,34.6,10.96,0.4998
2004-02-01,0.0,15.036,23.14,35.21,10.88,0.4961
2004-02-02,0.0,14.342,23.89,34.95,10.64,0.4852
2004-02-03,0.0,12.297,25.89,34.22,10.32,0.4706
2004-02-04,0.0,12.982,25.56,34.66,10.24,0.4669
2004-02-05,0.0,13.082,24.8,34.18,10.16,0.4633
2004-02-06,0.0,12.999,24.26,33.66,9.84,0.4487
2004-02-07,0.0,13.1,24.93,34.24,9.68,0.4414
2004-02-08,0.0,12.854,24.86,33.91,9.6,0.4377
2004-02-09,0.0,12.915,24.33,33.56,9.52,0.4341
2004-02-10,0.0,13.004,24.43,33.7,9.28,0.4232
2004-02-11,0.0,13.803,24.49,34.56,9.2,0.4195
2004-02-12,0.0,14.008,25.32,35.35,9.04,0.4122
2004-02-13,0.0,13.862,25.56,35.34,8.96,0.4086
2004-02-14,0.0,13.16,25.7,34.7,8.88,0.4049
2004-02-15,0.0,14.022,25.4,35.34,8.72,0.3976
2004-02-16,0.0,14.252,24.19,34.69,8.56,0.3903
2004-02-17,0.0,14.114,25.1,35.18,8.48,0.3867
2004-02-18,0.0,14.906,25.36,36.16,8.4,0.383
2004-02-19,0.0,13.848,26.54,35.91,8.24,0.3757
2004-02-20,0.0,10.569,27.1,33.16,8.16,0.3721
2004-02-21,0.0,10.813,25.68,32.23,8.16,0.3721
2004-02-22,0.0,10.777,24.3,31.09,8.16,0.3721
2004-02-23,0.181,7.984,23.29,27.6,10.08,0.4596
2004-02-24,3.141,11.559,23.61,31.31,11.39,0.5194
2004-02-25,8.847,8.912,23.22,28.38,12.56,0.5727
2004-02-26,0.0,13.219,23.03,32.56,14.09,0.6425
2004-02-27,21.67,10.329,23.4,29.88,15.41,0.7027
2004-02-28,0.0,11.45,23.86,31.32,20.21,0.9215
2004-02-29,4.242,10.02,23.86,29.91,34.22,1.5604
2004-03-01,16.723,9.462,24.37,29.78,35.12,1.6014
2004-03-02,0.0,9.365,25.02,30.22,24.06,1.0971
2004-03-03,0.0,12.568,24.51,32.88,17.95,0.8185
2004-03-04,0.0,12.403,24.61,32.78,14.32,0.653
2004-03-05,0.139,11.663,24.62,32.05,12.96,0.591
2004-03-06,0.0,12.94,23.3,32.32,11.92,0.5435
2004-03-07,0.0,13.118,24.52,33.39,11.04,0.5034
2004-03-08,0.0,13.535,23.43,33.0,10.48,0.4779
2004-03-09,0.0,12.073,24.65,32.43,8.96,0.4086
2004-03-10,10.492,9.389,25.31,30.41,9.52,0.4341
2004-03-11,0.0,7.84,24.28,28.18,9.84,0.4487
2004-03-12,0.0,11.892,24.39,32.02,10.32,0.4706
2004-03-13,0.0,12.391,24.3,32.44,12.08,0.5508
2004-03-14,0.0,13.302,24.0,33.12,11.76,0.5362
2004-03-15,0.0,10.858,24.15,30.82,11.12,0.5071
2004-03-16,2.001,12.707,24.36,32.78,10.32,0.4706
2004-03-17,0.0,13.105,23.25,32.35,9.84,0.4487
2004-03-18,0.0,11.966,25.3,32.76,9.52,0.4341
2004-03-19,0.0,12.69,25.26,33.43,9.04,0.4122
2004-03-20,0.0,14.815,23.31,34.14,8.64,0.394
2004-03-21,0.0,15.283,23.65,34.85,8.32,0.3794
2004-03-22,0.269,12.349,24.96,32.86,8.24,0.3757
2004-03-23,7.474,9.91,23.97,29.74,8.32,0.3794
2004-03-24,4.131,10.49,24.63,30.81,8.4,0.383
2004-03-25,13.363,10.709,24.51,30.93,8.32,0.3794
2004-03-26,8.573,11.277,24.44,31.41,8.4,0.383
2004-03-27,4.474,13.13,25.0,33.65,8.64,0.394
2004-03-28,15.161,9.362,24.85,29.95,8.48,0.3867
2004-03-29,5.124,10.61,24.59,30.9,8.48,0.3867
2004-03-30,5.768,11.948,23.95,31.7,9.52,0.4341
2004-03-31,0.0,11.336,24.43,31.48,12.88,0.5873
2004-04-01,6.576,12.743,22.82,31.66,12.44,0.5672
2004-04-02,9.246,7.397,25.16,28.55,12.12,0.5527
2004-04-03,29.186,8.998,24.52,29.38,13.01,0.5932
2004-04-04,0.0,12.346,25.17,33.04,13.39,0.6106
2004-04-05,11.78,11.286,24.15,31.23,14.2,0.6475
2004-04-06,9.08,11.907,24.32,31.98,18.86,0.86
2004-04-07,15.728,10.934,25.38,31.86,19.12,0.8718
2004-04-08,7.914,10.907,24.73,31.34,17.54,0.7998
2004-04-09,9.363,10.572,25.22,31.41,15.36,0.7004
2004-04-10,1.224,10.805,25.46,31.83,14.61,0.6662
2004-04-11,3.797,11.433,24.76,31.89,15.46,0.705
2004-04-12,3.307,12.452,23.77,32.15,21.81,0.9945
2004-04-13,16.557,9.816,25.9,31.3,19.52,0.8901
2004-04-14,7.45,10.195,25.83,31.59,21.35,0.9735
2004-04-15,15.383,10.801,25.26,31.72,21.8,0.994
2004-04-16,25.555,10.004,25.39,31.08,23.54,1.0734
2004-04-17,4.147,10.261,25.5,31.42,23.67,1.0793
2004-04-18,12.094,9.61,24.0,29.61,23.54,1.0734
2004-04-19,11.202,10.742,24.41,31.03,25.1,1.1445
2004-04-20,0.558,11.161,24.18,31.27,27.18,1.2394
2004-04-21,7.353,11.473,25.18,32.36,29.45,1.3429
2004-04-22,8.48,9.919,24.83,30.6,35.71,1.6283
2004-04-23,58.819,8.185,24.33,28.62,44.61,2.0341
2004-04-24,3.737,9.681,24.54,30.18,50.08,2.2836
2004-04-25,12.357,10.408,23.9,30.37,59.83,2.7282
2004-04-26,1.785,12.147,22.44,31.04,72.48,3.305
2004-04-27,18.231,9.93,23.96,29.97,73.54,3.3533
2004-04-28,0.619,9.019,24.18,29.3,62.23,2.8376
2004-04-29,3.221,10.25,23.67,30.09,49.55,2.2594
2004-04-30,10.088,7.67,24.34,28.26,43.52,1.9844
2004-05-01,1.755,8.821,23.1,28.27,39.44,1.7984
2004-05-02,13.456,9.541,23.72,29.47,38.36,1.7492
2004-05-03,17.801,8.107,23.82,28.22,39.8,1.8148
2004-05-04,18.729,8.539,23.84,28.63,48.66,2.2188
2004-05-05,11.4,7.677,24.12,28.1,80.38,3.6652
2004-05-06,11.839,9.985,24.25,30.38,86.4,3.9397
2004-05-07,15.603,7.475,24.12,27.94,84.08,3.8339
2004-05-08,8.353,8.83,24.2,29.25,90.46,4.1248
2004-05-09,19.347,6.004,23.56,26.24,101.0,4.6054
2004-05-10,0.0,8.928,22.91,28.32,113.3,5.1663
2004-05-11,2.268,11.063,23.25,30.76,134.3,6.1239
2004-05-12,16.734,7.14,24.82,28.3,156.2,7.1225
2004-05-13,16.514,10.175,24.08,30.52,167.4,7.6332
2004-05-14,6.78,8.372,24.27,28.94,167.9,7.656
2004-05-15,0.902,8.211,24.38,28.9,172.7,7.8749
2004-05-16,12.809,7.733,23.77,27.95,182.2,8.308
2004-05-17,11.766,6.629,23.91,27.11,186.8,8.5178
2004-05-18,4.306,7.017,23.71,27.28,182.2,8.308
2004-05-19,25.409,8.21,23.62,28.31,174.4,7.9524
2004-05-20,8.559,10.025,23.81,30.25,167.4,7.6332
2004-05-21,3.161,11.645,23.16,31.46,175.5,8.0025
2004-05-22,14.826,11.052,23.56,31.15,173.0,7.8885
2004-05-23,11.795,9.681,23.58,29.76,165.7,7.5557
2004-05-24,2.016,11.215,23.7,31.46,165.7,7.5557
2004-05-25,11.641,9.202,24.56,30.09,165.2,7.5329
2004-05-26,14.401,10.282,23.28,30.18,150.3,6.8535
2004-05-27,24.867,6.873,23.57,27.1,137.5,6.2698
2004-05-28,6.291,8.955,22.86,28.5,140.6,6.4111
2004-05-29,23.243,8.578,23.09,28.32,141.9,6.4704
2004-05-30,0.0,10.275,22.91,29.93,147.6,6.7303
2004-05-31,50.468,8.693,23.22,28.56,152.0,6.931
2004-06-01,64.813,9.951,22.45,29.25,160.0,7.2958
2004-06-02,8.278,8.94,22.27,28.06,192.6,8.7823
2004-06-03,0.0,8.219,22.84,27.8,211.8,9.6578
2004-06-04,51.496,8.947,22.95,28.62,222.2,10.132
2004-06-05,8.11,5.547,22.75,25.3,255.8,11.6641
2004-06-06,22.519,7.456,22.37,26.68,280.4,12.7858
2004-06-07,13.614,7.636,22.94,27.34,287.0,13.0868
2004-06-08,24.739,9.164,22.64,28.63,318.0,14.5003
2004-06-09,20.614,8.861,22.58,28.28,407.5,18.5814
2004-06-10,0.0,9.721,22.4,29.05,443.8,20.2366
2004-06-11,,,,,,
2004-06-12,,,,,,
2004-06-13,,,,,,
2004-06-14,0.0,8.482,23.06,28.29,286.4,13.0594
2004-06-15,54.268,6.618,22.89,26.37,272.0,12.4028
2004-06-16,13.495,6.976,22.61,26.46,260.0,11.8556
2004-06-17,0.0,8.63,22.1,27.68,272.6,12.4301
2004-06-18,0.0,8.105,23.35,28.17,280.4,12.7858
2004-06-19,2.587,8.399,23.53,28.61,318.0,14.5003
2004-06-20,1.584,7.652,23.25,27.64,323.6,14.7557
2004-06-21,9.429,9.163,23.3,29.2,294.2,13.4151
2004-06-22,0.0,8.386,22.81,28.01,282.2,12.8679
2004-06-23,43.804,7.133,23.34,27.23,269.6,12.2934
2004-06-24,22.81,6.976,22.8,26.63,251.0,11.4452
2004-06-25,0.0,9.795,22.55,29.27,234.2,10.6792
2004-06-26,0.0,10.16,22.41,29.55,228.4,10.4147
2004-06-27,0.3,8.269,22.23,27.41,225.3,10.2733
2004-06-28,97.37,6.219,22.72,25.86,221.7,10.1092
2004-06-29,0.0,7.549,22.59,26.99,247.4,11.2811
2004-06-30,5.022,8.178,22.98,27.93,252.8,11.5273
2004-07-01,14.25,8.587,22.34,27.82,257.0,11.7188
2004-07-02,0.599,10.489,23.29,30.56,265.4,12.1018
2004-07-03,12.028,8.93,23.04,28.73,257.6,11.7462
2004-07-04,47.846,7.459,22.94,27.18,260.0,11.8556
2004-07-05,33.127,7.743,22.36,26.98,271.4,12.3754
2004-07-06,0.0,9.767,22.3,29.0,270.2,12.3207
2004-07-07,0.38,10.932,22.05,30.06,263.6,12.0198
2004-07-08,0.0,11.162,21.96,30.25,254.0,11.582
2004-07-09,0.0,8.601,23.64,28.85,246.2,11.2263
2004-07-10,20.494,8.792,23.5,28.92,236.6,10.7886
2004-07-11,28.638,7.804,23.07,27.59,226.9,10.3463
2004-07-12,24.542,8.595,22.9,28.22,211.3,9.635
2004-07-13,3.703,7.502,23.33,27.51,191.0,8.7093
2004-07-14,13.463,8.288,23.38,28.3,176.3,8.039
2004-07-15,0.0,9.027,22.14,28.03,163.0,7.4326
2004-07-16,28.506,8.714,22.09,27.65,147.2,6.7121
2004-07-17,0.0,5.923,22.75,25.57,140.6,6.4111
2004-07-18,0.0,9.395,22.36,28.56,127.9,5.832
2004-07-19,1.571,7.377,23.11,27.16,121.0,5.5174
2004-07-20,12.095,7.923,22.82,27.43,112.8,5.1435
2004-07-21,1.276,9.106,22.56,28.39,106.3,4.8471
2004-07-22,1.41,10.684,22.69,30.12,123.2,5.6177
2004-07-23,5.285,10.181,22.04,29.08,133.1,6.0692
2004-07-24,56.979,8.376,22.56,27.62,164.8,7.5146
2004-07-25,0.0,8.446,21.92,27.16,180.2,8.2168
2004-07-26,13.258,9.589,22.82,29.03,198.8,9.065
2004-07-27,4.064,8.871,22.44,27.99,217.5,9.9177
2004-07-28,2.282,8.993,22.49,28.14,218.6,9.9678
2004-07-29,7.97,9.964,22.15,28.86,212.8,9.7034
2004-07-30,0.0,7.76,22.93,27.28,206.6,9.4206
2004-07-31,22.76,9.065,22.25,27.99,204.5,9.3249
2004-08-01,0.0,10.059,22.13,28.91,204.0,9.3021
2004-08-02,0.0,10.082,21.6,28.51,200.4,9.1379
2004-08-03,8.073,8.452,22.35,27.43,187.4,8.5452
2004-08-04,0.0,7.34,23.03,26.94,174.0,7.9341
2004-08-05,0.0,11.008,22.3,29.98,160.4,7.314
