fecha,P_mm,ETP_mm,T_min_C,T_max_C,Q_m3s,Q_mm
2001-01-01,6.919,10.6,23.14,30.9,16.91,0.7711
2001-01-02,0.0,11.254,21.78,30.62,16.27,0.7419
2001-01-03,0.0,12.447,20.37,30.99,15.76,0.7186
2001-01-04,0.0,13.837,19.38,31.97,14.9,0.6794
2001-01-05,0.0,13.19,20.32,31.81,14.17,0.6461
2001-01-06,0.0,13.095,20.75,31.98,13.66,0.6229
2001-01-07,0.0,11.681,21.82,31.07,13.28,0.6055
2001-01-08,0.0,12.142,22.11,31.79,12.8,0.5837
2001-01-09,0.139,12.539,22.0,32.15,12.52,0.5709
2001-01-10,0.0,13.655,21.25,32.91,12.2,0.5563
2001-01-11,0.0,12.741,22.07,32.4,12.08,0.5508
2001-01-12,0.0,13.239,21.66,32.67,11.56,0.5271
2001-01-13,0.066,12.487,21.76,31.85,12.01,0.5476
2001-01-14,0.0,13.632,21.16,32.74,11.04,0.5034
2001-01-15,0.0,13.025,22.45,32.92,11.04,0.5034
2001-01-16,0.0,11.076,23.03,31.14,10.88,0.4961
2001-01-17,0.066,11.366,23.16,31.53,10.8,0.4925
2001-01-18,3.167,10.804,23.79,31.38,10.56,0.4815
2001-01-19,0.0,11.457,23.98,32.21,10.24,0.4669
2001-01-20,0.0,11.942,23.78,32.57,9.84,0.4487
2001-01-21,0.0,12.693,23.12,32.9,9.76,0.445
2001-01-22,0.0,12.82,22.45,32.53,9.68,0.4414
2001-01-23,0.0,13.403,22.52,33.21,9.6,0.4377
2001-01-24,0.0,13.631,22.4,33.35,9.52,0.4341
2001-01-25,0.0,12.329,23.15,32.42,9.36,0.4268
2001-01-26,0.0,12.345,23.02,32.32,9.2,0.4195
2001-01-27,0.0,13.245,22.54,32.94,9.04,0.4122
2001-01-28,0.0,14.367,22.73,34.3,8.88,0.4049
2001-01-29,0.0,13.203,24.0,33.9,8.72,0.3976
2001-01-30,0.861,13.606,22.22,33.05,8.64,0.394
2001-01-31,0.0,12.817,23.32,32.94,8.4,0.383
2001-02-01,0.0,12.939,23.73,33.34,8.32,0.3794
2001-02-02,0.0,12.497,24.23,33.21,8.32,0.3794
2001-02-03,0.0,14.268,22.62,33.94,8.16,0.3721
2001-02-04,0.0,13.038,23.07,32.89,8.0,0.3648
2001-02-05,0.0,8.955,25.52,30.59,7.98,0.3639
2001-02-06,2.71,11.995,23.84,32.29,7.96,0.363
2001-02-07,3.488,10.184,23.96,30.5,7.96,0.363
2001-02-08,0.261,10.805,23.84,31.02,7.96,0.363
2001-02-09,0.861,12.259,23.73,32.42,7.96,0.363
2001-02-10,0.0,12.156,25.07,33.3,7.96,0.363
2001-02-11,0.0,13.596,24.36,34.25,7.96,0.363
2001-02-12,0.0,12.71,24.86,33.67,7.96,0.363
2001-02-13,0.0,12.932,25.27,34.18,7.92,0.3611
2001-02-14,0.0,12.627,24.78,33.47,7.9,0.3602
2001-02-15,0.0,14.124,23.22,33.89,7.88,0.3593
2001-02-16,0.0,14.496,24.82,35.4,7.84,0.3575
2001-02-17,0.0,13.353,25.63,34.78,7.8,0.3557
2001-02-18,0.0,13.204,26.01,34.9,7.76,0.3538
2001-02-19,0.0,13.772,25.66,35.19,7.76,0.3538
2001-02-20,0.0,13.359,25.8,34.85,7.72,0.352
2001-02-21,0.0,11.891,25.46,33.11,7.64,0.3484
2001-02-22,0.0,12.949,25.09,33.87,7.6,0.3465
2001-02-23,0.0,13.658,24.64,34.24,7.6,0.3465
2001-02-24,0.0,13.632,25.03,34.48,7.58,0.3456
2001-02-25,0.0,11.629,26.27,33.42,7.56,0.3447
2001-02-26,0.0,11.601,25.66,32.9,7.54,0.3438
2001-02-27,0.0,11.939,25.87,33.37,7.5,0.342
2001-02-28,0.0,12.137,26.39,33.95,7.48,0.3411
2001-03-01,0.0,12.112,27.46,34.75,7.48,0.3411
2001-03-02,0.0,13.425,26.3,35.11,7.46,0.3402
2001-03-03,0.0,15.058,26.57,36.91,7.44,0.3393
2001-03-04,11.792,12.325,25.62,33.49,7.44,0.3393
2001-03-05,6.672,12.746,23.94,32.62,7.44,0.3393
2001-03-06,9.148,14.615,24.13,34.66,7.482,0.3412
2001-03-07,6.692,11.178,25.75,32.45,7.601,0.3466
2001-03-08,0.59,13.358,24.0,33.25,7.68,0.3502
2001-03-09,3.481,12.012,24.9,32.57,7.68,0.3502
2001-03-10,0.16,12.596,24.32,32.7,7.72,0.352
2001-03-11,0.0,14.202,24.55,34.47,7.7,0.3511
2001-03-12,0.0,13.87,23.36,33.26,7.64,0.3484
2001-03-13,0.0,15.608,23.44,35.1,7.58,0.3456
2001-03-14,0.0,15.975,24.09,35.93,7.5,0.342
2001-03-15,0.0,14.393,25.21,35.1,7.46,0.3402
2001-03-16,0.0,14.366,24.52,34.57,7.44,0.3393
2001-03-17,0.0,14.226,23.58,33.74,7.44,0.3393
2001-03-18,0.0,11.797,25.41,32.69,7.42,0.3383
2001-03-19,7.927,11.394,25.04,32.01,7.425,0.3386
2001-03-20,26.388,10.919,24.51,31.14,7.46,0.3402
2001-03-21,0.528,9.901,24.43,30.11,7.713,0.3517
2001-03-22,11.401,11.567,23.71,31.14,10.2,0.4651
2001-03-23,8.2,11.425,24.14,31.32,14.31,0.6525
2001-03-24,19.63,9.69,24.59,30.04,16.21,0.7392
2001-03-25,0.74,13.276,24.18,33.19,17.83,0.813
2001-03-26,0.297,12.805,24.34,32.84,17.74,0.8089
2001-03-27,0.0,12.514,24.07,32.34,15.6,0.7113
2001-03-28,3.62,11.258,24.72,31.61,13.56,0.6183
2001-03-29,9.277,10.538,23.68,30.11,12.25,0.5586
2001-03-30,8.128,11.896,24.52,32.08,11.11,0.5066
2001-03-31,2.047,12.353,23.69,31.9,11.41,0.5203
2001-04-01,0.098,11.853,23.91,31.58,12.88,0.5873
2001-04-02,0.0,12.064,24.51,32.25,13.12,0.5983
2001-04-03,0.0,12.408,24.82,32.82,12.75,0.5814
2001-04-04,0.381,10.937,24.13,30.86,11.35,0.5175
2001-04-05,8.38,9.564,23.94,29.42,10.27,0.4683
2001-04-06,0.0,9.938,24.76,30.43,10.02,0.4569
2001-04-07,11.361,8.199,24.49,28.66,10.11,0.461
2001-04-08,0.0,12.247,23.78,31.91,9.68,0.4414
2001-04-09,17.168,10.412,24.35,30.57,12.29,0.5604
2001-04-10,0.0,12.185,22.72,31.07,15.31,0.6981
2001-04-11,36.503,11.73,23.94,31.54,14.83,0.6762
2001-04-12,1.291,8.536,24.4,28.91,15.31,0.6981
2001-04-13,10.084,9.405,24.14,29.48,16.46,0.7506
2001-04-14,0.0,10.527,23.38,29.95,16.63,0.7583
2001-04-15,1.572,10.804,23.93,30.66,15.31,0.6981
2001-04-16,10.888,9.51,24.66,30.03,15.0,0.684
2001-04-17,0.0,8.871,24.16,29.04,15.26,0.6958
2001-04-18,18.996,10.617,24.35,30.84,15.52,0.7077
2001-04-19,20.614,9.844,23.98,29.81,29.69,1.3538
2001-04-20,0.0,13.318,24.61,33.73,48.55,2.2138
2001-04-21,0.0,12.797,24.16,32.89,61.08,2.7852
2001-04-22,0.0,12.54,23.67,32.28,57.34,2.6146
2001-04-23,0.0,12.261,23.42,31.82,45.08,2.0556
2001-04-24,0.0,12.377,24.89,33.06,31.44,1.4336
2001-04-25,0.0,8.988,24.38,29.4,23.93,1.0912
2001-04-26,8.849,8.378,24.39,28.86,17.17,0.7829
2001-04-27,0.0,10.529,24.43,30.92,15.28,0.6967
2001-04-28,20.25,9.83,24.21,30.08,25.14,1.1463
2001-04-29,18.85,10.233,24.39,30.62,43.28,1.9735
2001-04-30,44.733,10.148,24.16,30.38,71.85,3.2763
2001-05-01,5.999,9.393,23.73,29.31,96.62,4.4057
2001-05-02,5.342,10.687,24.05,30.84,99.51,4.5375
2001-05-03,37.168,8.296,23.98,28.51,92.49,4.2174
2001-05-04,22.348,10.912,23.44,30.62,71.08,3.2411
2001-05-05,0.0,11.195,23.68,31.11,57.34,2.6146
2001-05-06,3.29,11.338,24.36,31.79,49.2,2.2434
2001-05-07,30.019,10.151,24.54,30.77,45.42,2.0711
2001-05-08,22.739,8.748,23.94,28.95,60.42,2.7551
2001-05-09,7.068,9.793,24.2,30.17,95.53,4.356
2001-05-10,6.004,10.617,24.86,31.52,97.99,4.4682
2001-05-11,0.0,10.044,23.56,29.94,81.47,3.7149
2001-05-12,1.989,9.804,24.43,30.41,63.94,2.9156
2001-05-13,0.652,9.13,24.2,29.59,48.3,2.2024
2001-05-14,9.531,10.218,24.32,30.76,41.42,1.8887
2001-05-15,22.618,9.167,23.7,29.23,43.4,1.979
2001-05-16,0.0,11.349,23.16,31.05,50.3,2.2936
2001-05-17,10.255,11.584,23.46,31.54,57.12,2.6046
2001-05-18,6.533,9.597,24.25,30.14,45.78,2.0875
2001-05-19,31.3,8.057,23.88,28.36,40.7,1.8559
2001-05-20,16.037,8.081,24.01,28.51,57.56,2.6246
2001-05-21,0.653,8.835,24.17,29.36,93.65,4.2703
2001-05-22,3.759,11.257,23.39,31.22,119.2,5.4353
2001-05-23,14.679,12.11,24.18,32.73,127.5,5.8138
2001-05-24,5.304,11.032,23.82,31.35,126.4,5.7636
2001-05-25,0.127,9.044,24.67,30.02,120.0,5.4718
2001-05-26,17.476,10.684,23.68,30.89,124.3,5.6679
2001-05-27,3.497,10.666,24.21,31.3,117.8,5.3715
2001-05-28,13.44,7.855,22.88,27.42,104.1,4.7468
2001-05-29,12.555,9.149,23.86,29.5,83.5,3.8075
2001-05-30,0.552,7.847,23.57,28.0,85.53,3.9
2001-05-31,0.0,10.055,23.33,30.02,92.49,4.2174
2001-06-01,0.0,9.767,23.22,29.65,88.14,4.0191
2001-06-02,6.361,9.265,23.15,29.09,68.81,3.1376
2001-06-03,8.051,8.893,22.63,28.3,55.36,2.5243
2001-06-04,13.66,9.912,22.16,29.0,52.28,2.3839
2001-06-05,3.303,9.837,22.43,29.14,46.46,2.1185
2001-06-06,34.819,8.521,22.64,27.95,56.9,2.5946
2001-06-07,10.247,9.357,23.15,29.22,60.42,2.7551
2001-06-08,9.555,8.198,23.44,28.3,63.94,2.9156
2001-06-09,16.18,7.774,23.77,28.17,73.93,3.3711
2001-06-10,45.526,8.674,22.48,28.0,90.46,4.1248
2001-06-11,0.0,6.85,22.86,26.54,119.2,5.4353
2001-06-12,31.69,8.177,22.37,27.41,152.0,6.931
2001-06-13,0.0,10.909,22.52,30.42,203.5,9.2793
2001-06-14,0.0,7.548,22.46,26.88,224.8,10.2505
2001-06-15,24.587,9.247,22.58,28.7,223.8,10.2049
2001-06-16,0.0,10.276,22.94,30.07,215.4,9.8219
2001-06-17,50.917,10.251,22.27,29.53,200.4,9.1379
2001-06-18,31.914,9.734,23.18,29.69,179.2,8.1712
2001-06-19,28.024,7.551,23.1,27.43,152.0,6.931
2001-06-20,4.58,6.11,22.2,25.32,135.3,6.1695
2001-06-21,0.0,6.026,20.96,24.16,153.4,6.9948
2001-06-22,0.0,8.457,20.52,26.24,185.3,8.4494
2001-06-23,0.0,5.713,22.25,25.02,206.1,9.3978
2001-06-24,0.0,7.077,21.0,25.2,201.4,9.1835
2001-06-25,0.0,8.364,22.47,27.71,187.4,8.5452
2001-06-26,11.251,8.156,22.82,27.78,170.1,7.7563
2001-06-27,22.415,9.327,22.79,28.96,152.9,6.972
2001-06-28,0.0,8.716,22.86,28.38,143.2,6.5297
2001-06-29,0.0,9.863,22.56,29.34,144.6,6.5935
2001-06-30,22.739,8.382,22.8,27.99,148.5,6.7714
2001-07-01,0.0,10.461,22.28,29.76,169.2,7.7153
2001-07-02,36.968,7.828,23.27,27.82,178.2,8.1256
2001-07-03,0.0,9.929,23.7,30.29,184.8,8.4266
2001-07-04,31.536,8.039,23.21,27.97,186.8,8.5178
2001-07-05,2.572,7.954,23.51,28.14,187.4,8.5452
2001-07-06,11.184,6.108,22.41,25.48,181.1,8.2579
2001-07-07,0.0,9.013,22.58,28.43,177.1,8.0755
2001-07-08,1.845,8.313,22.31,27.49,171.8,7.8338
2001-07-09,9.529,8.852,22.34,28.06,157.3,7.1726
2001-07-10,53.364,8.829,23.04,28.59,146.8,6.6939
2001-07-11,9.278,10.133,22.9,29.83,196.1,8.9419
2001-07-12,7.671,7.62,23.52,27.79,253.4,11.5547
2001-07-13,16.321,8.362,22.34,27.53,266.6,12.1566
2001-07-14,7.095,9.74,22.77,29.28,264.8,12.0745
2001-07-15,5.38,8.035,22.16,27.04,257.0,11.7188
2001-07-16,11.02,9.293,22.73,28.77,236.0,10.7612
2001-07-17,0.0,8.67,22.0,27.54,215.4,9.8219
2001-07-18,7.228,9.797,23.18,29.63,193.1,8.8051
2001-07-19,0.0,8.619,23.39,28.59,163.5,7.4554
2001-07-20,0.23,7.99,22.36,27.12,134.6,6.1376
2001-07-21,3.504,10.033,22.26,29.12,107.4,4.8973
2001-07-22,0.0,8.619,22.32,27.7,83.21,3.7942
2001-07-23,0.0,10.247,22.23,29.31,76.25,3.4769
2001-07-24,0.0,10.882,21.48,29.41,73.93,3.3711
2001-07-25,3.454,11.914,22.02,30.93,68.47,3.1221
2001-07-26,14.938,8.897,22.27,27.9,59.98,2.735
2001-07-27,3.808,10.899,21.96,29.75,57.78,2.6347
2001-07-28,33.868,8.708,22.24,27.66,59.1,2.6949
2001-07-29,0.0,9.332,22.94,28.84,67.44,3.0752
2001-07-30,6.701,8.639,22.54,27.82,86.69,3.9529
2001-07-31,4.412,8.337,22.49,27.47,87.85,4.0058
2001-08-01,5.43,9.979,22.41,29.05,92.49,4.2174
2001-08-02,0.0,8.747,22.58,27.93,98.42,4.4878
2001-08-03,0.0,10.765,22.3,29.77,109.9,5.0113
2001-08-04,60.168,8.348,23.22,28.05,148.1,6.7531
2001-08-05,0.0,7.401,23.16,27.11,162.6,7.4143
2001-08-06,0.0,9.096,22.71,28.34,171.0,7.7973
2001-08-07,0.0,7.899,22.52,27.0,182.7,8.3308
2001-08-08,0.0,8.054,22.81,27.39,180.6,8.2351
2001-08-09,0.0,11.995,21.8,30.62,173.6,7.9159
2001-08-10,0.0,7.787,22.79,27.1,147.2,6.7121
2001-08-11,0.0,9.086,22.29,27.93,118.5,5.4034
2001-08-12,0.0,10.141,22.97,29.52,95.97,4.3761
2001-08-13,0.0,9.184,23.46,28.95,79.73,3.6356
2001-08-14,0.0,10.06,22.62,29.14,68.12,3.1062
2001-08-15,27.714,9.098,22.88,28.38,80.02,3.6488
2001-08-16,14.406,10.171,23.53,29.94,69.72,3.1791
2001-08-17,0.0,10.023,23.46,29.73,70.14,3.1983
2001-08-18,2.157,10.647,23.67,30.51,84.08,3.8339
2001-08-19,42.28,7.766,23.8,27.87,95.1,4.3364
2001-08-20,0.0,9.449,23.92,29.51,108.8,4.9611
2001-08-21,0.0,9.59,23.91,29.63,121.4,5.5357
2001-08-22,0.0,8.851,23.18,28.32,131.5,5.9962
2001-08-23,0.0,11.869,22.77,31.0,127.9,5.832
2001-08-24,24.436,9.946,23.23,29.4,121.4,5.5357
2001-08-25,1.114,10.824,22.98,30.07,108.4,4.9429
2001-08-26,33.254,11.033,22.44,29.87,97.13,4.429
2001-08-27,3.977,10.614,23.93,30.59,96.55,4.4025
2001-08-28,34.379,9.827,23.49,29.47,99.92,4.5562
2001-08-29,21.516,9.881,22.94,29.07,165.6,7.5511
2001-08-30,0.0,11.186,22.57,30.09,223.8,10.2049
2001-08-31,21.847,11.472,22.53,30.34,222.2,10.132
2001-09-01,2.014,9.643,23.54,29.3,220.1,10.0362
2001-09-02,0.0,10.364,23.25,29.77,214.9,9.7991
2001-09-03,14.473,11.107,22.41,29.86,211.8,9.6578
2001-09-04,29.989,10.271,23.26,29.67,212.3,9.6806
2001-09-05,12.901,8.868,22.85,27.98,205.6,9.375
2001-09-06,0.0,9.489,23.44,29.04,198.8,9.065
2001-09-07,0.0,12.405,21.86,30.76,191.5,8.7321
2001-09-08,13.582,10.563,23.21,29.9,190.5,8.6865
2001-09-09,10.666,12.257,22.44,31.03,190.0,8.6637
2001-09-10,3.353,10.176,24.05,30.18,183.7,8.3764
2001-09-11,9.197,10.833,22.7,29.76,170.5,7.7745
2001-09-12,17.27,10.803,23.3,30.2,145.9,6.6528
2001-09-13,9.898,9.72,23.64,29.41,118.2,5.3897
2001-09-14,18.395,8.38,22.98,27.62,121.4,5.5357
2001-09-15,0.0,11.481,23.06,30.68,145.0,6.6118
2001-09-16,9.685,12.499,22.72,31.47,152.0,6.931
2001-09-17,27.451,11.443,22.06,29.89,152.9,6.972
2001-09-18,62.325,9.492,22.8,28.52,222.2,10.132
2001-09-19,3.434,8.206,22.38,26.96,235.4,10.7339
2001-09-20,0.0,11.726,22.61,30.6,221.7,10.1092
2001-09-21,10.585,11.068,23.12,30.32,204.5,9.3249
2001-09-22,8.947,11.807,22.67,30.73,205.0,9.3477
2001-09-23,9.424,11.051,22.54,29.86,207.6,9.4662
2001-09-24,1.15,10.537,23.14,29.82,216.0,9.8493
2001-09-25,0.054,12.269,23.37,31.74,216.5,9.8721
2001-09-26,1.71,10.988,23.6,30.63,203.5,9.2793
2001-09-27,18.201,9.058,23.7,28.86,187.9,8.568
2001-09-28,7.823,10.577,23.32,30.02,160.8,7.3322
2001-09-29,5.716,10.796,22.97,29.98,130.4,5.946
2001-09-30,11.26,11.691,23.56,31.33,155.6,7.0951
2001-10-01,0.0,12.159,23.2,31.55,152.9,6.972
2001-10-02,12.859,9.671,23.79,29.54,134.6,6.1376
2001-10-03,0.0,9.885,24.51,30.34,117.1,5.3396
2001-10-04,0.477,8.802,23.25,28.3,105.9,4.8289
2001-10-05,23.307,10.248,23.86,30.18,84.95,3.8736
2001-10-06,19.352,9.861,23.11,29.22,72.48,3.305
2001-10-07,6.252,10.537,23.23,29.98,75.09,3.424
2001-10-08,0.0,12.673,24.12,32.84,96.54,4.4021
2001-10-09,0.0,11.718,24.76,32.37,107.4,4.8973
2001-10-10,9.013,10.206,24.33,30.56,107.0,4.879
2001-10-11,13.432,9.793,24.15,30.03,105.6,4.8152
2001-10-12,4.39,11.064,23.54,30.82,105.6,4.8152
2001-10-13,41.703,9.612,23.08,29.02,123.9,5.6497
2001-10-14,0.0,10.323,23.47,30.04,180.4,8.226
2001-10-15,2.266,11.075,23.5,30.84,189.4,8.6364
2001-10-16,2.195,10.723,24.37,31.17,185.8,8.4722
2001-10-17,0.124,12.388,23.82,32.46,179.0,8.1621
2001-10-18,45.303,10.604,23.62,30.5,178.0,8.1165
2001-10-19,0.0,11.417,23.85,31.52,181.6,8.2807
2001-10-20,0.0,12.013,24.43,32.59,186.8,8.5178
2001-10-21,4.769,11.21,24.64,31.94,188.4,8.5908
2001-10-22,9.604,10.901,25.17,32.07,185.8,8.4722
2001-10-23,2.654,11.008,23.68,31.04,170.5,7.7745
2001-10-24,7.557,9.157,23.61,29.14,157.3,7.1726
2001-10-25,1.943,11.132,23.63,31.16,151.2,6.8945
2001-10-26,7.742,11.363,24.09,31.77,132.3,6.0327
2001-10-27,6.941,10.491,23.94,30.78,114.2,5.2073
2001-10-28,1.599,10.647,24.93,31.72,101.6,4.6328
2001-10-29,9.501,10.909,25.07,32.11,93.07,4.2439
2001-10-30,1.948,9.4,24.57,30.24,86.11,3.9265
2001-10-31,37.291,10.248,23.67,30.39,87.85,4.0058
2001-11-01,0.0,10.084,23.54,30.13,95.97,4.3761
2001-11-02,10.528,8.963,24.23,29.58,112.0,5.107
2001-11-03,13.556,11.664,23.77,32.0,132.2,6.0281
2001-11-04,0.826,10.531,24.09,31.08,148.1,6.7531
2001-11-05,3.512,11.412,23.94,31.9,160.8,7.3322
2001-11-06,6.919,10.092,23.85,30.47,167.4,7.6332
2001-11-07,6.919,10.783,24.28,31.54,165.7,7.5557
2001-11-08,26.361,8.647,24.19,29.32,152.9,6.972
2001-11-09,6.919,8.924,24.1,29.54,138.4,6.3108
2001-11-10,8.395,9.944,23.49,30.1,141.5,6.4522
2001-11-11,0.797,9.976,24.54,30.98,149.4,6.8124
2001-11-12,3.226,11.141,24.05,31.83,149.4,6.8124
2001-11-13,6.618,9.352,24.15,30.06,138.8,6.3291
2001-11-14,3.779,10.559,23.43,30.77,120.7,5.5037
2001-11-15,0.094,11.07,24.54,32.18,96.55,4.4025
2001-11-16,3.107,11.284,24.61,32.48,84.95,3.8736
2001-11-17,0.0,10.311,24.64,31.5,64.6,2.9457
2001-11-18,6.664,10.724,24.38,31.75,59.1,2.6949
2001-11-19,8.282,9.452,24.46,30.5,59.1,2.6949
2001-11-20,0.0,11.794,23.65,32.39,55.36,2.5243
2001-11-21,6.926,10.068,24.0,30.8,51.18,2.3337
2001-11-22,17.603,10.513,23.72,31.08,61.3,2.7952
2001-11-23,0.0,10.354,24.34,31.4,71.03,3.2389
2001-11-24,0.0,10.823,24.8,32.27,70.72,3.2247
2001-11-25,0.0,9.711,24.68,31.02,61.08,2.7852
2001-11-26,0.0,11.431,24.61,32.81,52.28,2.3839
2001-11-27,32.903,10.099,24.2,31.07,46.28,2.1103
2001-11-28,8.916,9.595,24.31,30.64,71.15,3.2443
2001-11-29,0.0,10.403,24.47,31.63,85.82,3.9133
2001-11-30,0.0,10.692,24.36,31.87,85.53,3.9
2001-12-01,0.0,9.33,24.37,30.44,73.35,3.3446
2001-12-02,5.982,11.662,23.8,32.53,61.96,2.8253
2001-12-03,0.0,11.934,23.83,32.87,51.18,2.3337
2001-12-04,0.0,10.874,24.44,32.17,43.4,1.979
2001-12-05,0.0,11.494,23.6,32.23,39.26,1.7902
2001-12-06,26.261,8.681,22.98,28.7,37.64,1.7163
2001-12-07,16.632,8.623,23.84,29.33,58.44,2.6648
2001-12-08,4.961,10.339,23.25,30.71,68.97,3.1449
2001-12-09,0.18,8.702,23.6,29.23,67.6,3.0825
2001-12-10,0.699,8.511,23.76,29.16,57.56,2.6246
2001-12-11,1.141,9.757,23.87,30.57,52.28,2.3839
2001-12-12,0.328,9.579,24.09,30.57,47.66,2.1732
2001-12-13,0.0,9.486,24.36,30.68,45.56,2.0775
2001-12-14,0.499,10.069,23.92,30.96,39.8,1.8148
2001-12-15,19.257,9.059,24.5,30.35,34.58,1.5768
2001-12-16,20.53,9.54,23.85,30.34,37.1,1.6917
2001-12-17,2.431,9.407,24.0,30.32,64.08,2.922
2001-12-18,4.882,9.767,24.34,30.97,88.14,4.0191
2001-12-19,44.395,7.54,23.59,28.06,110.6,5.0432
2001-12-20,0.0,10.043,24.01,31.01,133.0,6.0646
2001-12-21,15.522,9.442,24.07,30.41,140.2,6.3929
2001-12-22,4.877,10.044,24.86,31.68,145.4,6.63
2001-12-23,0.0,10.109,24.66,31.58,143.2,6.5297
2001-12-24,0.0,8.628,24.98,30.3,131.4,5.9916
2001-12-25,8.509,8.757,23.84,29.5,93.36,4.2571
2001-12-26,13.881,8.879,23.51,29.36,94.23,4.2967
2001-12-27,1.362,10.467,23.67,31.19,85.82,3.9133
2001-12-28,16.563,9.917,23.85,30.72,93.65,4.2703
2001-12-29,7.272,9.622,24.93,31.25,105.6,4.8152
2001-12-30,0.0,11.681,23.67,32.52,114.2,5.2073
2001-12-31,0.145,11.724,23.4,32.36,114.9,5.2393
2002-01-01,0.0,12.317,22.01,32.02,114.6,5.2256
2002-01-02,0.0,12.064,21.7,31.49,113.8,5.1891
2002-01-03,0.0,12.205,22.6,32.29,79.0,3.6023
2002-01-04,0.0,13.061,21.44,32.44,49.2,2.2434
2002-01-05,0.0,12.595,22.45,32.6,42.5,1.9379
2002-01-06,0.0,10.69,23.98,31.58,32.6,1.4865
2002-01-07,0.0,10.942,23.78,31.7,29.72,1.3552
2002-01-08,0.0,12.337,23.44,32.98,28.35,1.2927
2002-01-09,0.0,12.808,21.79,32.32,27.31,1.2453
2002-01-10,0.0,13.491,21.31,32.76,25.75,1.1742
2002-01-11,0.0,13.425,21.07,32.5,23.67,1.0793
2002-01-12,0.0,10.542,22.66,30.34,22.63,1.0319
2002-01-13,0.0,11.878,22.08,31.39,21.2,0.9667
2002-01-14,0.0,11.856,23.59,32.45,20.29,0.9252
2002-01-15,0.0,11.127,24.4,32.25,19.77,0.9015
2002-01-16,0.0,10.785,24.4,31.86,19.12,0.8718
2002-01-17,0.0,12.098,23.04,32.26,18.47,0.8422
2002-01-18,0.0,12.291,23.22,32.58,17.82,0.8126
2002-01-19,0.0,12.562,22.23,32.15,16.91,0.7711
2002-01-20,0.0,10.421,24.57,31.54,15.92,0.7259
2002-01-21,0.703,11.458,24.12,32.28,15.44,0.704
2002-01-22,0.0,11.741,24.62,32.94,15.12,0.6894
2002-01-23,0.0,9.22,23.61,29.5,14.8,0.6749
2002-01-24,4.977,10.96,23.11,30.92,14.72,0.6712
2002-01-25,0.0,10.533,24.33,31.39,14.64,0.6676
2002-01-26,0.0,10.713,23.85,31.18,14.4,0.6566
2002-01-27,0.0,12.782,22.66,32.52,14.16,0.6457
2002-01-28,0.307,10.678,25.5,32.4,13.92,0.6347
2002-01-29,3.849,10.463,25.37,32.06,13.76,0.6274
2002-01-30,2.726,9.567,25.94,31.61,13.68,0.6238
2002-01-31,0.94,10.974,23.9,31.39,13.52,0.6165
2002-02-01,0.0,11.048,24.63,32.01,13.12,0.5983
2002-02-02,0.0,11.497,24.25,32.16,12.88,0.5873
2002-02-03,0.428,10.418,25.15,31.74,12.8,0.5837
2002-02-04,0.138,11.685,24.9,32.81,12.64,0.5764
2002-02-05,0.309,13.132,25.1,34.45,12.56,0.5727
2002-02-06,0.189,11.409,26.44,33.68,12.24,0.5581
2002-02-07,0.0,12.556,25.4,34.02,11.92,0.5435
2002-02-08,0.0,13.431,25.25,34.79,11.6,0.5289
2002-02-09,0.0,13.164,25.94,35.0,11.36,0.518
2002-02-10,0.0,13.204,25.27,34.53,11.2,0.5107
2002-02-11,0.0,12.825,24.98,33.9,10.96,0.4998
2002-02-12,0.0,14.625,24.78,35.6,10.72,0.4888
2002-02-13,2.815,15.308,23.56,35.44,10.48,0.4779
2002-02-14,0.0,14.974,24.54,35.75,10.16,0.4633
2002-02-15,0.0,14.158,24.63,34.93,9.92,0.4523
2002-02-16,0.0,13.319,25.43,34.62,9.76,0.445
2002-02-17,0.0,12.874,26.32,34.82,9.6,0.4377
2002-02-18,0.0,11.625,25.8,33.16,9.6,0.4377
2002-02-19,0.0,13.355,25.57,34.7,9.44,0.4304
2002-02-20,0.0,13.27,26.44,35.25,9.28,0.4232
2002-02-21,0.0,14.821,24.63,35.48,9.2,0.4195
2002-02-22,0.0,12.934,26.52,34.93,9.04,0.4122
2002-02-23,0.143,13.169,26.8,35.35,8.64,0.394
2002-02-24,0.0,13.555,26.34,35.38,8.48,0.3867
2002-02-25,0.084,13.768,25.75,35.13,8.48,0.3867
2002-02-26,0.224,11.132,26.12,32.81,8.48,0.3867
2002-02-27,1.353,12.651,26.07,34.23,8.32,0.3794
2002-02-28,0.0,14.06,25.73,35.35,8.32,0.3794
2002-03-01,0.0,14.068,26.53,35.93,8.16,0.3721
2002-03-02,0.052,12.046,27.8,34.94,8.16,0.3721
2002-03-03,0.417,13.184,26.07,34.69,8.08,0.3684
2002-03-04,0.0,14.019,25.07,34.76,8.0,0.3648
2002-03-05,0.0,15.85,24.46,36.18,7.98,0.3639
2002-03-06,0.0,15.589,24.78,36.12,7.94,0.3621
2002-03-07,0.0,13.89,26.77,35.84,7.9,0.3602
2002-03-08,0.0,14.322,26.0,35.68,7.86,0.3584
2002-03-09,0.0,16.673,25.48,37.67,7.84,0.3575
2002-03-10,0.0,15.751,25.05,36.41,7.84,0.3575
2002-03-11,7.046,11.121,26.74,33.15,7.84,0.3575
2002-03-12,15.967,10.753,24.78,31.24,7.84,0.3575
2002-03-13,2.536,9.218,25.38,30.3,7.88,0.3593
